ref_id,ALL,UTR5,CDS,UTR3
C06B8.2a.2,1-1322,1-163,164-1222,1223-1322
C06B8.2b.1,1-1613,1-153,154-1284,1285-1613
C06B8.2b.2,1-1597,1-83,84-1214,1215-1597
C06B8.2b.3,1-1509,1-79,80-1210,1211-1509
C06B8.2b.4,1-1677,1-163,164-1294,1295-1677
C06B8.2b.5,1-1423,1-28,29-1159,1160-1423
C06B8.2c.1,1-1497,1-79,80-1381,1382-1497
C06B8.2c.2,1-1581,1-163,164-1465,1466-1581
C06B8.2d.1,1-1546,1-79,80-1375,1376-1546
C06B8.2d.2,1-1630,1-163,164-1459,1460-1630
C06B8.3.1,1-489,,1-489,
C06B8.4.1,1-1108,1-122,123-1043,1044-1108
C06B8.6.1,1-1098,1-27,28-1068,1069-1098
C06B8.7.1,1-9555,1-9,10-9366,9367-9555
C06B8.8.1,1-287,1-16,17-229,230-287
C06B8.8.2,1-286,1-16,17-229,230-286
C06B8.8.3,1-285,1-16,17-229,230-285
C06B8.8.4,1-284,1-16,17-229,230-284
C06B8.8.5,1-283,1-16,17-229,230-283
C06B8.8.6,1-343,1-29,30-242,243-343
C06B8.8.7,1-325,1-16,17-229,230-325
C06B8.9.1,1-1056,,1-1056,
C06C3.10.1,1-588,1-98,99-389,390-588
C06C3.12.1,1-534,,1-534,
C06C3.1a.1,1-3496,1-1,2-3052,3053-3496
C06C3.1b.1,1-3513,1-9,10-3069,3070-3513
C06C3.1b.2,1-3419,1-9,10-3069,3070-3419
C06C3.1b.3,1-3417,1-9,10-3069,3070-3417
C06C3.1c.1,1-3822,1-1,2-3376,3377-3822
C06C3.1d.1,1-3354,1-1,2-2908,2909-3354
C06C3.3.1,1-1936,1-114,115-1845,1846-1936
C06C3.4.1,1-1029,1-306,307-987,988-1029
C06C3.6.1,1-1172,1-10,11-1066,1067-1172
C06C3.6.2,1-1910,1-748,749-1804,1805-1910
C06C3.6.3,1-1287,1-125,126-1181,1182-1287
C06C3.7.1,1-1451,1-7,8-415,416-1451
C06C3.7.2,1-676,1-7,8-415,416-676
C06C3.8a.1,1-1778,,1-1740,1741-1778
C06C3.8b.1,1-1028,,1-990,991-1028
C06C3.8c.1,1-1931,,1-1893,1894-1931
C06C3.8d.1,1-1745,,1-1707,1708-1745
C06C6.2.1,1-1101,,1-1101,
C06C6.3.1,1-1047,,1-1047,
C06C6.4.1,1-1154,1-7,8-1099,1100-1154
C06C6.5a.1,1-1383,1-197,198-1277,1278-1383
C06C6.5a.2,1-1350,1-199,200-1279,1280-1350
C06C6.5a.3,1-2120,1-978,979-2058,2059-2120
C06C6.7.1,1-2864,1-56,57-2864,
C06C6.8.1,1-429,1-61,62-388,389-429
C06C6.9.1,1-374,1-10,11-331,332-374
C06E1.1.1,1-694,1-12,13-498,499-694
C06E1.10.1,1-3658,1-29,30-3476,3477-3658
C06E1.11.1,1-1287,1-171,172-1287,
C06E1.3.1,1-1866,1-45,46-1239,1240-1866
C06E1.3.2,1-1829,1-45,46-1239,1240-1829
C06E1.4.1,1-2986,1-27,28-2916,2917-2986
C06E1.5.1,1-464,1-237,238-390,391-464
C06E1.6.1,1-433,1-132,133-282,283-433
C06E1.7.1,1-1362,1-113,114-1211,1212-1362
C06E1.8.1,1-1547,1-27,28-1221,1222-1547
C06E1.9.1,1-2042,1-11,12-1943,1944-2042
C06E2.1.1,1-1075,1-72,73-918,919-1075
C06E2.1.2,1-1146,1-141,142-987,988-1146
C06E2.2.1,1-277,1-1,2-277,
C06E2.3.1,1-717,,1-645,646-717
C06E2.5.1,1-639,,1-414,415-639
C06E2.5.2,1-573,,1-414,415-573
C06E2.7.1,1-792,1-28,29-577,578-792
C06E2.8.1,1-534,1-37,38-394,395-534
C06E2.9.1,1-327,,1-285,286-327
C06E4.1.1,1-563,1-18,19-561,562-563
C06E4.2a.1,1-410,1-11,12-260,261-410
C06E4.2b.1,1-429,,1-279,280-429
C06E4.3.1,1-990,1-51,52-885,886-990
C06E4.5.1,1-629,,1-570,571-629
C06E4.6.1,1-943,1-33,34-858,859-943
C06E4.7.1,1-899,1-1,2-694,695-899
C06E4.8.1,1-947,1-73,74-847,848-947
C06E7.1a.1,1-1496,1-31,32-1246,1247-1496
C06E7.2a.1,1-1652,1-67,68-1573,1574-1652
C06E7.2a.2,1-1743,1-158,159-1664,1665-1743
C06E7.2b.1,1-749,,1-672,673-749
C06E7.3a.1,1-1714,1-34,35-1249,1250-1714
C06E7.3a.2,1-1743,1-63,64-1278,1279-1743
C06E7.4a.1,1-1606,,1-1503,1504-1606
C06E7.4b.1,1-1113,,1-1008,1009-1113
C06E7.6.1,1-508,1-96,97-492,493-508
C06E7.7.1,1-1040,,1-942,943-1040
C06E7.88.1,1-651,1-19,20-523,524-651
C06E7.88.2,1-575,1-19,20-523,524-575
C06E8.3a.1,1-1836,,1-1701,1702-1836
C06E8.3b.1,1-643,,1-636,637-643
C06E8.3c.1,1-1513,,1-1137,1138-1513
C06E8.3d.1,1-2093,1-188,189-1958,1959-2093
C06E8.5.1,1-2009,1-161,162-1901,1902-2009
C06G1.1a.1,1-1978,1-5,6-1565,1566-1978
C06G1.1a.2,1-2026,1-5,6-1565,1566-2026
C06G1.1b.1,1-2032,1-5,6-1571,1572-2032
C06G1.1b.2,1-2043,1-16,17-1582,1583-2043
C06G1.2.1,1-877,1-90,91-639,640-877
C06G1.4.1,1-3396,1-42,43-1968,1969-3396
C06G1.4.2,1-3468,1-111,112-2037,2038-3468
C06G3.10.1,1-2205,1-33,34-2079,2080-2205
C06G3.11.1,1-342,,1-237,238-342
C06G3.11.2,1-425,1-86,87-323,324-425
C06G3.11.3,1-349,1-10,11-247,248-349
C06G3.1a.1,1-1584,1-209,210-1499,1500-1584
C06G3.1a.2,1-1388,1-7,8-1297,1298-1388
C06G3.1b.1,1-1536,1-209,210-1451,1452-1536
C06G3.1b.2,1-1340,1-7,8-1249,1250-1340
C06G3.2.1,1-3197,1-1,2-2800,2801-3197
C06G3.3.1,1-288,1-3,4-198,199-288
C06G3.5a.1,1-1351,1-32,33-1208,1209-1351
C06G3.5a.2,1-1448,1-125,126-1301,1302-1448
C06G3.5b.1,1-1240,1-43,44-1093,1094-1240
C06G3.5b.2,1-1356,1-159,160-1209,1210-1356
C06G3.6.1,1-1880,1-39,40-1536,1537-1880
C06G3.6.2,1-1870,1-39,40-1536,1537-1870
C06G3.6.3,1-1871,1-41,42-1538,1539-1871
C06G3.6.4,1-1873,1-41,42-1538,1539-1873
C06G3.7a.1,1-2651,1-70,71-2074,2075-2651
C06G3.7a.2,1-2515,1-27,28-2031,2032-2515
C06G3.7b.1,1-2389,,1-1905,1906-2389
C06G3.7b.2,1-2481,,1-1905,1906-2481
C06G3.8a.1,1-501,,1-414,415-501
C06G3.8a.2,1-762,,1-414,415-762
C06G3.8b.1,1-593,1-2,3-257,258-593
C06G3.9.1,1-2352,,1-2208,2209-2352
C06G3.9.2,1-2475,1-123,124-2331,2332-2475
C06G4.1.1,1-2832,1-8,9-2669,2670-2832
C06G4.2a.1,1-2786,1-95,96-2438,2439-2786
C06G4.2a.2,1-2861,1-170,171-2513,2514-2861
C06G4.2a.3,1-2830,1-139,140-2482,2483-2830
C06G4.2a.4,1-2799,1-108,109-2451,2452-2799
C06G4.2b.1,1-2604,1-95,96-2309,2310-2604
C06G4.2b.2,1-2648,1-139,140-2353,2354-2648
C06G4.2b.3,1-2657,1-95,96-2309,2310-2657
C06G4.2b.4,1-2523,1-95,96-2309,2310-2523
C06G4.2c.1,1-2944,1-139,140-481,482-2944
C06G4.2d.1,1-2767,1-139,140-2419,2420-2767
C06G4.4.1,1-494,1-70,71-460,461-494
C06G4.4.2,1-470,1-46,47-436,437-470
C06G4.5.1,1-1502,1-18,19-1329,1330-1502
C06G4.6.1,1-795,1-69,70-627,628-795
C06G8.1.1,1-1513,1-104,105-1172,1173-1513
C06G8.2.1,1-2564,1-27,28-2385,2386-2564
C06G8.2.2,1-2662,1-125,126-2483,2484-2662
C06G8.3b.1,1-1360,1-8,9-1100,1101-1360
C06G8.3b.2,1-1433,1-81,82-1173,1174-1433
C06G8.3b.3,1-1378,1-26,27-1118,1119-1378
C06G8.3c.1,1-1344,1-70,71-1084,1085-1344
C06G8.4.1,1-1023,,1-957,958-1023
C06H2.1.1,1-791,1-2,3-578,579-791
C06H2.1.2,1-845,1-56,57-632,633-845
C06H2.1.3,1-808,1-19,20-595,596-808
C06H2.1.4,1-940,1-2,3-578,579-940
C06H2.2.1,1-1549,1-42,43-1113,1114-1549
C06H2.3a.1,1-1799,,1-1737,1738-1799
C06H2.3b.1,1-656,,1-573,574-656
C06H2.4.1,1-1440,1-20,21-1382,1383-1440
C06H2.5a.1,1-1266,1-146,147-779,780-1266
C06H2.5b.1,1-1348,1-13,14-862,863-1348
C06H2.6a.1,1-640,1-7,8-445,446-640
C06H2.6a.2,1-717,1-81,82-519,520-717
C06H2.6a.3,1-681,1-45,46-483,484-681
C06H2.6b.1,1-333,,1-135,136-333
C06H2.7a.1,1-1232,1-41,42-992,993-1232
C06H2.7a.2,1-1236,1-41,42-992,993-1236
C06H2.7b.1,1-1332,1-36,37-1092,1093-1332
C06H2.7b.2,1-1336,1-36,37-1092,1093-1336
C06H5.1.1,1-1269,1-25,26-1165,1166-1269
C06H5.1.2,1-1243,1-43,44-1183,1184-1243
C06H5.11.1,1-132,,1-132,
C06H5.12.1,1-201,,1-201,
C06H5.13.1,1-251,,1-201,202-251
C06H5.14.1,1-260,,1-201,202-260
C06H5.2.1,1-1216,1-25,26-1174,1175-1216
C06H5.6a.1,1-1804,1-21,22-1692,1693-1804
C06H5.6a.2,1-1788,1-5,6-1676,1677-1788
C06H5.6b.1,1-1333,,1-1221,1222-1333
C06H5.7.1,1-1356,1-5,6-1196,1197-1356
C06H5.7.2,1-1296,1-5,6-1196,1197-1296
C06H5.7.3,1-1371,1-20,21-1211,1212-1371
C06H5.8a.1,1-1086,1-11,12-803,804-1086
C06H5.8b.1,1-716,,1-444,445-716
C07A12.18a.1,1-687,1-91,92-517,518-687
C07A12.18b.1,1-398,1-172,173-394,395-398
C07A12.1a.1,1-1776,1-10,11-1183,1184-1776
C07A12.1b.1,1-1781,1-9,10-1188,1189-1781
C07A12.1c.1,1-1589,,1-996,997-1589
C07A12.2.1,1-504,1-29,30-233,234-504
C07A12.3a.1,1-1917,,1-1629,1630-1917
C07A12.3b.1,1-1756,1-7,8-1468,1469-1756
C07A12.3b.2,1-1842,1-93,94-1554,1555-1842
C07A12.3b.3,1-1775,1-26,27-1487,1488-1775
C07A12.3b.4,1-1894,1-145,146-1606,1607-1894
C07A12.4.1,1-1898,1-84,85-1566,1567-1898
C07A12.4.2,1-1810,1-52,53-1534,1535-1810
C07A12.4.3,1-1762,1-52,53-1534,1535-1762
C07A12.4.4,1-1784,1-52,53-1534,1535-1784
C07A12.4.5,1-1808,1-52,53-1534,1535-1808
C07A12.4.6,1-1580,1-52,53-1534,1535-1580
C07A12.4.7,1-1770,1-52,53-1534,1535-1770
C07A12.4.8,1-1678,1-52,53-1534,1535-1678
C07A12.5a.1,1-2505,1-9,10-2064,2065-2505
C07A12.5b.1,1-2503,1-15,16-2067,2068-2503
C07A12.7a.1,1-1486,1-21,22-1335,1336-1486
C07A12.7a.2,1-1474,1-1,2-1315,1316-1474
C07A12.7a.3,1-1548,1-71,72-1385,1386-1548
C07A12.7b.1,1-1364,1-1,2-1213,1214-1364
C07A12.7b.2,1-1384,1-21,22-1233,1234-1384
C07A12.7c.1,1-1476,1-894,895-1317,1318-1476
C07A12.7c.2,1-1480,1-898,899-1321,1322-1480
C07A12.7c.3,1-1476,1-894,895-1317,1318-1476
C07A12.7c.4,1-1375,1-793,794-1216,1217-1375
C07A12.7c.5,1-1389,1-807,808-1230,1231-1389
C07A12.7c.6,1-1481,1-899,900-1322,1323-1481
C07A12.7c.7,1-872,1-290,291-713,714-872
C07A4.1.1,1-1464,1-158,159-1097,1098-1464
C07A4.1.2,1-1446,1-140,141-1079,1080-1446
C07A4.2.1,1-1561,1-148,149-1402,1403-1561
C07A4.3.1,1-786,1-48,49-672,673-786
C07A9.1.1,1-1034,,1-942,943-1034
C07A9.10.1,1-765,,1-765,
C07A9.11.1,1-2203,1-9,10-2028,2029-2203
C07A9.12.1,1-968,,1-708,709-968
C07A9.13.1,1-968,1-37,38-928,929-968
C07A9.2.1,1-953,1-401,402-845,846-953
C07A9.2.2,1-982,1-401,402-845,846-982
C07A9.2.3,1-591,1-12,13-456,457-591
C07A9.3a.1,1-3861,1-122,123-3005,3006-3861
C07A9.3a.2,1-3922,1-122,123-3005,3006-3922
C07A9.3b.1,1-3413,1-118,119-3016,3017-3413
C07A9.3c.1,1-3909,1-313,314-2995,2996-3909
C07A9.3c.2,1-3683,1-87,88-2769,2770-3683
C07A9.3d.1,1-3056,1-4,5-2659,2660-3056
C07A9.4.1,1-1866,1-21,22-1794,1795-1866
C07A9.5.1,1-1077,,1-1077,
C07A9.6.1,1-2021,1-48,49-1572,1573-2021
C07A9.7a.1,1-1610,1-1,2-1399,1400-1610
C07A9.7b.1,1-1645,1-1,2-1375,1376-1645
C07A9.8.1,1-1504,1-34,35-1396,1397-1504
C07A9.9.1,1-1060,1-112,113-667,668-1060
C07B5.2.1,1-610,1-116,117-467,468-610
C07B5.3.1,1-502,1-45,46-345,346-502
C07B5.4a.1,1-1804,1-66,67-1614,1615-1804
C07B5.4a.2,1-1884,1-146,147-1694,1695-1884
C07B5.4b.1,1-1621,1-280,281-1447,1448-1621
C07B5.5.1,1-1371,1-62,63-1190,1191-1371
C07B5.5.2,1-1350,1-41,42-1169,1170-1350
C07B5.6.1,1-936,,1-471,472-936
C07B5.8.1,1-230,1-27,28-132,133-230
C07B5.8.2,1-349,1-151,152-256,257-349
C07B5.8.3,1-1048,1-821,822-926,927-1048
C07C7.1.1,1-846,1-143,144-557,558-846
C07C7.3.1,1-184,1-64,65-166,167-184
C07D10.1.1,1-1137,1-18,19-1002,1003-1137
C07D10.2a.1,1-1719,1-3,4-1176,1177-1719
C07D10.2a.2,1-1909,1-193,194-1366,1367-1909
C07D10.2a.3,1-1652,1-3,4-1176,1177-1652
C07D10.2b.1,1-1740,1-3,4-1197,1198-1740
C07D10.2b.2,1-1930,1-193,194-1387,1388-1930
C07D10.2b.3,1-1673,1-3,4-1197,1198-1673
C07D10.3.1,1-1179,1-72,73-1053,1054-1179
C07D10.4.1,1-1348,1-18,19-1167,1168-1348
C07D10.5.1,1-1333,1-2,3-1145,1146-1333
C07D10.6.1,1-210,,1-210,
C07D8.5.1,1-405,,1-405,
C07D8.6.1,1-1121,1-27,28-981,982-1121
C07E3.10.1,1-491,1-27,28-333,334-491
C07E3.1a.1,1-2557,1-6,7-2499,2500-2557
C07E3.1a.2,1-2658,,1-2493,2494-2658
C07E3.1b.1,1-2564,1-7,8-205,206-2564
C07E3.1b.2,1-2554,1-6,7-204,205-2554
C07E3.1b.3,1-2660,,1-198,199-2660
C07E3.2.1,1-2303,1-1,2-2149,2150-2303
C07E3.3a.1,1-1339,1-16,17-1165,1166-1339
C07E3.3b.1,1-3703,1-16,17-3577,3578-3703
C07E3.4.1,1-1703,1-84,85-1623,1624-1703
C07E3.5.1,1-1236,1-82,83-1114,1115-1236
C07E3.5.2,1-1312,1-158,159-1190,1191-1312
C07E3.6.1,1-1170,1-15,16-999,1000-1170
C07E3.8.1,1-912,,1-702,703-912
C07E3.9.1,1-598,1-6,7-468,469-598
C07E3.9.2,1-734,1-6,7-468,469-734
C07F11.1.1,1-4080,1-19,20-3685,3686-4080
C07F11.1.2,1-4059,1-19,20-3685,3686-4059
C07F11.2.1,1-1571,1-12,13-1509,1510-1571
C07G1.1.1,1-3098,1-135,136-2991,2992-3098
C07G1.15.1,1-240,1-10,11-157,158-240
C07G1.3a.1,1-2247,1-69,70-1803,1804-2247
C07G1.3a.2,1-2195,1-17,18-1751,1752-2195
C07G1.3c.1,1-2466,1-15,16-2019,2020-2466
C07G1.3c.2,1-2527,1-76,77-2080,2081-2527
C07G1.3c.3,1-2468,1-17,18-2021,2022-2468
C07G1.4a.1,1-2290,1-24,25-1848,1849-2290
C07G1.4b.1,1-2893,1-105,106-2451,2452-2893
C07G1.5.1,1-2544,1-9,10-2199,2200-2544
C07G1.5.2,1-2591,1-56,57-2246,2247-2591
C07G1.5.3,1-2680,1-141,142-2331,2332-2680
C07G1.6.1,1-760,1-53,54-692,693-760
C07G1.7.1,1-618,,1-618,
C07G1.8.1,1-487,1-5,6-401,402-487
C07G2.1a.1,1-1889,1-4,5-1759,1760-1889
C07G2.1a.2,1-1820,1-4,5-1759,1760-1820
C07G2.1b.1,1-617,1-4,5-487,488-617
C07G2.2a.1,1-2155,1-102,103-1476,1477-2155
C07G2.2b.1,1-2164,1-102,103-1485,1486-2164
C07G2.2c.1,1-2281,1-72,73-1602,1603-2281
C07G2.2c.2,1-2427,1-221,222-1751,1752-2427
C07G2.2c.3,1-2314,1-106,107-1636,1637-2314
C07G2.2d.1,1-2083,1-370,371-1492,1493-2083
C07G2.3a.1,1-1932,1-30,31-1659,1660-1932
C07G2.3a.2,1-1860,1-30,31-1659,1660-1860
C07G2.3a.3,1-1829,1-30,31-1659,1660-1829
C07G2.3b.1,1-1445,1-264,265-1275,1276-1445
C07G2.3b.10,1-1907,1-623,624-1634,1635-1907
C07G2.3b.11,1-1902,1-618,619-1629,1630-1902
C07G2.3b.12,1-1901,1-617,618-1628,1629-1901
C07G2.3b.13,1-1906,1-622,623-1633,1634-1906
C07G2.3b.14,1-1928,1-644,645-1655,1656-1928
C07G2.3b.15,1-1922,1-638,639-1649,1650-1922
C07G2.3b.16,1-1873,1-654,655-1665,1666-1873
C07G2.3b.17,1-1923,1-639,640-1650,1651-1923
C07G2.3b.18,1-1924,1-640,641-1651,1652-1924
C07G2.3b.19,1-1895,1-611,612-1622,1623-1895
C07G2.3b.2,1-1568,1-284,285-1295,1296-1568
C07G2.3b.20,1-1928,1-644,645-1655,1656-1928
C07G2.3b.21,1-1905,1-621,622-1632,1633-1905
C07G2.3b.22,1-1929,1-645,646-1656,1657-1929
C07G2.3b.23,1-1905,1-621,622-1632,1633-1905
C07G2.3b.24,1-1720,1-436,437-1447,1448-1720
C07G2.3b.25,1-1694,1-410,411-1421,1422-1694
C07G2.3b.26,1-1592,1-308,309-1319,1320-1592
C07G2.3b.27,1-1787,1-503,504-1514,1515-1787
C07G2.3b.28,1-1623,1-339,340-1350,1351-1623
C07G2.3b.29,1-1906,1-622,623-1633,1634-1906
C07G2.3b.3,1-1930,1-646,647-1657,1658-1930
C07G2.3b.30,1-1480,1-196,197-1207,1208-1480
C07G2.3b.31,1-1468,1-184,185-1195,1196-1468
C07G2.3b.4,1-1935,1-651,652-1662,1663-1935
C07G2.3b.5,1-1910,1-626,627-1637,1638-1910
C07G2.3b.6,1-1943,1-659,660-1670,1671-1943
C07G2.3b.7,1-1932,1-648,649-1659,1660-1932
C07G2.3b.8,1-1868,1-584,585-1595,1596-1868
C07G2.3b.9,1-1942,1-658,659-1669,1670-1942
C07G2.5.1,1-72,,1-72,
C07G3.10.1,1-785,,1-711,712-785
C07G3.15a.1,1-910,1-49,50-868,869-910
C07G3.15b.1,1-875,1-47,48-830,831-875
C07G3.2.1,1-762,1-7,8-646,647-762
C07G3.3a.1,1-1056,,1-1056,
C07G3.3b.1,1-741,,1-741,
C07G3.4.1,1-1029,,1-1029,
C07G3.5.1,1-1127,,1-1029,1030-1127
C07G3.6.1,1-1044,,1-1044,
C07G3.8a.1,1-624,,1-624,
C07G3.8b.1,1-810,,1-810,
C07G3.9a.1,1-1599,1-13,14-1519,1520-1599
C07G3.9a.2,1-1708,1-120,121-1626,1627-1708
C07G3.9a.3,1-1687,1-101,102-1607,1608-1687
C07G3.9b.1,1-1466,,1-1386,1387-1466
C07H4.1a.1,1-649,1-16,17-553,554-649
C07H4.1b.1,1-708,1-32,33-611,612-708
C07H4.1b.2,1-720,1-44,45-623,624-720
C07H4.2.1,1-2688,1-8,9-2402,2403-2688
C07H6.1.1,1-2816,1-466,467-2692,2693-2816
C07H6.1.2,1-2359,1-7,8-2233,2234-2359
C07H6.2.1,1-461,1-5,6-329,330-461
C07H6.3.1,1-4274,1-18,19-4155,4156-4274
C07H6.4.1,1-2953,1-85,86-2887,2888-2953
C07H6.5.1,1-2273,1-38,39-1331,1332-2273
C07H6.5.10,1-2068,1-38,39-1331,1332-2068
C07H6.5.11,1-2200,1-38,39-1331,1332-2200
C07H6.5.12,1-2129,1-38,39-1331,1332-2129
C07H6.5.13,1-2057,1-38,39-1331,1332-2057
C07H6.5.14,1-2163,1-40,41-1333,1334-2163
C07H6.5.15,1-2178,1-40,41-1333,1334-2178
C07H6.5.16,1-2077,1-40,41-1333,1334-2077
C07H6.5.17,1-2051,1-40,41-1333,1334-2051
C07H6.5.18,1-2139,1-40,41-1333,1334-2139
C07H6.5.19,1-2223,1-40,41-1333,1334-2223
C07H6.5.2,1-2331,1-38,39-1331,1332-2331
C07H6.5.20,1-2066,1-40,41-1333,1334-2066
C07H6.5.3,1-2102,1-38,39-1331,1332-2102
C07H6.5.4,1-2183,1-38,39-1331,1332-2183
C07H6.5.5,1-2206,1-38,39-1331,1332-2206
C07H6.5.6,1-1920,1-38,39-1331,1332-1920
C07H6.5.7,1-2149,1-38,39-1331,1332-2149
C07H6.5.8,1-2096,1-38,39-1331,1332-2096
C07H6.5.9,1-2141,1-38,39-1331,1332-2141
C07H6.6.1,1-2809,,1-2634,2635-2809
C07H6.7.1,1-1288,1-60,61-822,823-1288
C07H6.7.2,1-1342,1-105,106-867,868-1342
C07H6.8.1,1-1746,1-148,149-1636,1637-1746
C07H6.8.2,1-1655,1-108,109-1596,1597-1655
C07H6.8.3,1-1638,1-40,41-1528,1529-1638
C07H6.9a.1,1-505,,1-420,421-505
C07H6.9b.1,1-586,1-15,16-501,502-586
C08A9.1.1,1-833,1-50,51-707,708-833
C08A9.10.1,1-542,1-86,87-506,507-542
C08A9.3a.1,1-2155,1-70,71-2155,
C08A9.3b.1,1-2220,,1-2220,
C08A9.6.1,1-1260,1-21,22-1056,1057-1260
C08A9.7.1,1-1335,1-12,13-1008,1009-1335
C08A9.9.1,1-1182,1-29,30-758,759-1182
C08A9.9.2,1-1656,1-503,504-1232,1233-1656
C08B11.1.1,1-2816,1-12,13-2412,2413-2816
C08B11.1.2,1-2827,1-23,24-2423,2424-2827
C08B11.2.1,1-1677,1-15,16-1539,1540-1677
C08B11.3a.1,1-4373,1-14,15-3749,3750-4373
C08B11.3b.1,1-4261,1-14,15-3620,3621-4261
C08B11.3b.2,1-4267,1-20,21-3626,3627-4267
C08B11.4.1,1-2617,1-49,50-2518,2519-2617
C08B11.4.2,1-2575,1-6,7-2475,2476-2575
C08B11.5.1,1-1271,,1-1167,1168-1271
C08B11.5.2,1-1396,,1-1167,1168-1396
C08B11.6.1,1-1299,,1-1257,1258-1299
C08B11.7.1,1-1121,1-46,47-1012,1013-1121
C08B11.7.2,1-1085,1-10,11-976,977-1085
C08B11.8.1,1-1535,1-8,9-1520,1521-1535
C08B11.8.2,1-1662,1-126,127-1638,1639-1662
C08B11.9.1,1-812,1-25,26-586,587-812
C08B6.10.1,1-989,1-475,476-898,899-989
C08B6.11.1,1-1705,1-109,110-1693,1694-1705
C08B6.11.2,1-1686,1-90,91-1674,1675-1686
C08B6.11.3,1-1748,1-152,153-1736,1737-1748
C08B6.12.1,1-958,1-11,12-914,915-958
C08B6.13.1,1-912,,1-912,
C08B6.14.1,1-1352,,1-1284,1285-1352
C08B6.18.1,1-33,,1-33,
C08B6.1a.1,1-1696,1-48,49-1659,1660-1696
C08B6.1b.1,1-1709,1-48,49-1671,1672-1709
C08B6.2a.1,1-697,,1-690,691-697
C08B6.2b.1,1-657,,1-657,
C08B6.2c.1,1-690,,1-690,
C08B6.2d.1,1-722,,1-450,451-722
C08B6.3a.1,1-1523,,1-1320,1321-1523
C08B6.3b.1,1-986,,1-783,784-986
C08B6.4a.1,1-2041,1-573,574-1917,1918-2041
C08B6.4b.1,1-1908,1-252,253-1707,1708-1908
C08B6.5.1,1-1549,,1-1272,1273-1549
C08B6.6.1,1-781,1-14,15-671,672-781
C08B6.7a.1,1-2787,1-105,106-2310,2311-2787
C08B6.7a.2,1-2804,1-122,123-2327,2328-2804
C08B6.7a.3,1-2797,1-115,116-2320,2321-2797
C08B6.7a.4,1-2799,1-117,118-2322,2323-2799
C08B6.7b.1,1-2775,1-105,106-2412,2413-2775
C08B6.7b.2,1-2781,1-111,112-2418,2419-2781
C08B6.7b.3,1-2802,1-128,129-2435,2436-2802
C08B6.7c.1,1-2796,1-105,106-2319,2320-2796
C08B6.8a.1,1-838,1-56,57-638,639-838
C08B6.8b.1,1-381,,1-231,232-381
C08B6.9.1,1-1242,1-1,2-1054,1055-1242
C08C3.1a.1,1-1551,1-91,92-751,752-1551
C08C3.1b.1,1-1558,1-91,92-763,764-1558
C08C3.1c.1,1-1566,1-97,98-766,767-1566
C08C3.2a.1,1-1063,1-25,26-961,962-1063
C08C3.2a.2,1-1083,1-13,14-949,950-1083
C08C3.2b.1,1-1095,1-19,20-961,962-1095
C08C3.3.1,1-1103,1-66,67-669,670-1103
C08C3.4a.1,1-1086,1-71,72-875,876-1086
C08C3.4b.1,1-958,,1-747,748-958
C08D8.1.1,1-1354,1-22,23-1354,
C08D8.2a.1,1-1095,,1-927,928-1095
C08D8.2b.1,1-2521,,1-1920,1921-2521
C08D8.2b.2,1-2566,1-45,46-1965,1966-2566
C08D8.7.1,1-531,1-84,85-351,352-531
C08D8.7.2,1-696,1-249,250-516,517-696
C08D8.7.3,1-3256,1-2794,2795-3061,3062-3256
C08E3.1.1,1-284,1-16,17-253,254-284
C08E3.10a.1,1-1278,1-16,17-1198,1199-1278
C08E3.10b.1,1-1131,,1-1059,1060-1131
C08E3.12.1,1-723,,1-723,
C08E3.13.1,1-275,1-5,6-242,243-275
C08E3.13.2,1-372,1-104,105-341,342-372
C08E3.13.3,1-309,1-41,42-278,279-309
C08E3.14.1,1-768,,1-735,736-768
C08E3.15.1,1-189,,1-189,
C08E3.3.1,1-835,,1-834,835-835
C08E3.6.1,1-1236,1-14,15-1172,1173-1236
C08E3.7.1,1-1118,1-70,71-1072,1073-1118
C08E3.8.1,1-1415,1-15,16-1311,1312-1415
C08E3.9.1,1-1300,1-44,45-1196,1197-1300
C08E8.1.1,1-317,1-8,9-317,
C08E8.1.2,1-393,1-49,50-358,359-393
C08E8.10.1,1-426,1-19,20-301,302-426
C08E8.11.1,1-514,1-13,14-478,479-514
C08E8.2.1,1-1017,,1-1017,
C08E8.3.1,1-314,1-6,7-243,244-314
C08E8.4.1,1-942,1-256,257-886,887-942
C08E8.5.1,1-171,,1-171,
C08E8.6.1,1-180,,1-180,
C08E8.9.1,1-180,,1-180,
C08F1.10.1,1-979,1-44,45-911,912-979
C08F1.11.1,1-968,1-39,40-879,880-968
C08F1.12a.1,1-315,,1-315,
C08F1.3.1,1-985,,1-957,958-985
C08F1.4a.1,1-2248,1-394,395-1957,1958-2248
C08F1.4a.2,1-2315,1-461,462-2024,2025-2315
C08F1.4a.3,1-2364,1-510,511-2073,2074-2364
C08F1.4b.1,1-1408,1-394,395-1072,1073-1408
C08F1.4b.2,1-1475,1-461,462-1139,1140-1475
C08F1.4b.3,1-1524,1-510,511-1188,1189-1524
C08F1.5.1,1-2733,1-102,103-2604,2605-2733
C08F1.6.1,1-910,1-82,83-844,845-910
C08F1.8.1,1-857,1-23,24-857,
C08F11.1.1,1-698,1-22,23-649,650-698
C08F11.10.1,1-941,1-125,126-911,912-941
C08F11.10.2,1-957,1-125,126-911,912-957
